project,month,name,cost,ingreso,hrs,dif,mes
20,12,31,0,156000,6.5,156000,44896
6,7,8,605.66,155175.84,5,154570.18,44743
14,12,21,0,154959.288,9.5,154959.288,44896
6,6,27,966.55,154756.1552,5.033333333,153789.6052,44713
6,1,13,1606.56,151525.68,5,149919.12,44562
14,11,21,1418.64,148928.922,9.25,147510.282,44866
20,11,27,1253.16,148000,6.166666667,146746.84,44866
6,3,27,850.7,146801.944,4.833333333,145951.244,44621
4,8,1,1225.97,144938.1648,4.25,143712.1948,44774
6,10,8,1583.2,142645.464,4.333333333,141062.264,44835
17,8,4,3170.29,141235.0507,13.66666667,138064.7607,44774
5,5,25,1669.25,140343.5124,3.25,138674.2624,44682
8,12,9,0,139782.5,5.75,139782.5,44896
6,5,24,612.42,138801.276,4.5,138188.856,44682
4,6,12,601.19,138101.9332,4.083333333,137500.7432,44713
8,12,5,0,135730.8333,5.583333333,135730.8333,44896
6,2,13,4375.93,134933.124,4.416666667,130557.194,44593
14,12,22,0,133210.616,8.166666667,133210.616,44896
20,12,32,0,132000,5.5,132000,44896
10,1,25,2057.53,131322.256,6.5,129264.726,44562
6,4,23,910.22,131278.576,4.333333333,130368.356,44652
17,3,18,1837.31,129928.1573,12.83333333,128090.8473,44621
11,11,21,735.27,129876.7536,5.5,129141.4836,44866
14,8,6,325.21,129178.4,8.333333333,128853.19,44774
14,9,6,713.36,127571.136,8,126857.776,44805
20,11,5,818.82,126000,5.25,125181.18,44866
6,9,8,782.22,124913.404,3.916666667,124131.184,44805
6,7,24,310.95,124140.672,4,123829.722,44743
17,1,4,3051.94,123745.972,12.25,120694.032,44562
16,2,6,924.15,121656.2138,8.383333333,120732.0638,44593
9,12,27,0,121430.0853,5.583333333,121430.0853,44896
16,7,33,327.64,119162.1138,8.083333333,118834.4738,44743
19,1,27,520.75,118985.2245,2.783333333,118464.4745,44562
16,1,22,354.09,115159.5168,8,114805.4268,44562
17,1,18,2014.02,111960.6413,11.08333333,109946.6213,44562
8,11,25,751.6,109395,4.5,108643.4,44866
8,11,9,743,109395,4.5,108652,44866
21,11,7,892.29,109214.5428,9.25,108322.2528,44866
17,3,4,2790.49,108835.924,10.75,106045.434,44621
7,1,23,1277.16,108000,6,106722.84,44562
6,2,8,621.15,106928.136,3.5,106306.986,44593
5,3,34,601.8,106304.856,2.5,105703.056,44621
16,3,6,524.67,105798.6424,7.333333333,105273.9724,44621
8,12,22,0,103317.5,4.25,103317.5,44896
7,6,10,468.65,102000,5.666666667,101531.35,44713
2,6,35,6218.74,100886.1525,2.5,94667.4125,44713
18,8,29,750.49,100759.152,9.75,100008.662,44774
7,1,28,897.3,100500,5.583333333,99602.7,44562
6,6,34,925.58,99925.332,3.25,98999.752,44713
12,2,19,1884.44,99200,6.2,97315.56,44593
14,12,23,0,97869.024,6,97869.024,44896
8,12,33,0,97240,4,97240,44896
6,9,7,266.24,95678.352,3,95412.112,44805
3,10,18,383.12,95333.33333,2.083333333,94950.21333,44835
12,1,19,1022.12,94933.33333,5.933333333,93911.21333,44562
15,2,30,339.35,91652.688,4.5,91313.338,44593
21,11,36,1695.24,91504.0764,7.75,89808.8364,44866
16,6,6,1158.09,91277.9475,6.25,90119.8575,44713
6,1,34,781.25,90915.408,3,90134.158,44562
15,1,30,302.68,89231.78933,4.416666667,88929.10933,44562
7,4,10,552.59,87000,4.833333333,86447.41,44652
17,8,10,509.51,86980.12267,8.416666667,86470.61267,44774
10,2,34,2192.19,86560.872,4.25,84368.682,44593
21,11,21,1837.32,85600.5876,7.25,83763.2676,44866
1,3,26,136.28,85043.8848,2,84907.6048,44621
17,2,18,2634.99,84863.6,8.333333333,82228.61,44593
15,1,17,1893.23,84180.93333,4.166666667,82287.70333,44562
22,11,29,398.54,82648.8432,3.5,82250.3032,44866
7,3,3,725.23,82500,4.583333333,81774.77,44621
20,12,27,0,80000,3.333333333,80000,44896
17,7,10,677.57,79312.096,7.666666667,78634.526,44743
6,9,27,406.06,78137.3208,2.45,77731.2608,44805
12,2,37,1284.8,77866.66667,4.866666667,76581.86667,44593
23,11,8,1206.8,76000,6.333333333,74793.2,44866
6,4,34,443.56,75737.64,2.5,75294.08,44652
5,5,7,139.51,75569.5836,1.75,75430.0736,44682
6,5,38,658.76,74541.426,2.416666667,73882.666,44682
14,9,22,306.9,73087.63,4.583333333,72780.73,44805
16,6,33,322.7,73022.358,5,72699.658,44713
8,10,7,1064.03,72930,3,71865.97,44835
16,7,6,331.35,71251.5732,4.833333333,70920.2232,44743
6,10,27,352.66,69676.8228,2.116666667,69324.1628,44835
6,5,34,523.59,69400.638,2.25,68877.048,44682
3,9,5,390.51,68640,1.5,68249.49,44805
6,3,8,278.32,68338.836,2.25,68060.516,44621
14,9,39,1362.46,67506.3928,4.233333333,66143.9328,44805
1,1,17,366.84,67176.3848,1.583333333,66809.5448,44562
16,5,3,1610.36,67151.54325,4.583333333,65541.18325,44682
16,2,33,0,65302.5402,4.5,65302.5402,44593
8,11,6,452.11,64826.66667,2.666666667,64374.55667,44866
1,2,10,97.04,64156.8816,1.5,64059.8416,44593
5,4,34,266.53,63619.6176,1.5,63353.0876,44652
6,4,13,271.09,63114.7,2.083333333,62843.61,44652
7,3,17,719.4,63000,3.5,62280.6,44621
14,12,6,0,62527.432,3.833333333,62527.432,44896
7,6,3,769.09,61500,3.416666667,60730.91,44713
11,9,19,551.86,61198.70885,2.616666667,60646.84885,44805
18,3,29,935.43,60745.632,6,59810.202,44621
11,12,10,0,59808.848,2.5,59808.848,44896
15,2,10,312.93,57707.248,2.833333333,57394.318,44593
10,2,25,831.98,57707.248,2.833333333,56875.268,44593
14,10,6,482.4,57606.822,3.5,57124.422,44835
16,1,30,342.88,57579.7584,4,57236.8784,44562
3,11,1,231.22,57200,1.25,56968.78,44866
1,1,40,0,56569.5872,1.333333333,56569.5872,44562
24,1,29,916.32,55559.416,5.5,54643.096,44562
4,9,21,932.92,55546.5988,1.583333333,54613.6788,44805
6,7,27,593.58,55346.0496,1.783333333,54752.4696,44743
8,7,39,675.3,54697.5,2.25,54022.2,44743
8,11,7,217.01,54697.5,2.25,54480.49,44866
3,11,17,264.43,53386.66667,1.166666667,53122.23667,44866
22,11,25,375.8,53131.3992,2.25,52755.5992,44866
11,9,10,150.91,52623.0936,2.25,52472.1836,44805
7,2,3,519.4,52500,2.916666667,51980.6,44593
17,1,19,996.22,52360.54053,5.183333333,51364.32053,44562
6,8,27,240.79,51671.36,1.666666667,51430.57,44774
18,12,29,0,51653.096,4.75,51653.096,44896
21,12,36,0,50837.5208,4.25,50837.5208,44896
6,3,23,149.83,50621.36,1.666666667,50471.53,44621
16,4,3,2833.3,50365.5306,3.5,47532.2306,44652
1,3,2,146.54,49608.9328,1.166666667,49462.3928,44621
7,2,28,710.02,49500,2.75,48789.98,44593
7,2,10,178.28,49500,2.75,49321.72,44593
9,12,2,0,48934.512,2.25,48934.512,44896
11,10,26,156.76,48280.0032,2,48123.2432,44835
6,4,17,412.39,47967.172,1.583333333,47554.782,44652
25,10,41,22337.46,47237.59404,164,24900.13404,44835
8,7,18,175.78,46594.16667,1.916666667,46418.38667,44743
7,1,30,462.64,46500,2.583333333,46037.36,44562
7,1,3,799.02,46500,2.583333333,45700.98,44562
7,5,3,894.89,46500,2.583333333,45605.11,44682
1,2,12,132.41,46335.5256,1.083333333,46203.1156,44593
1,3,42,0,46065.4376,1.083333333,46065.4376,44621
3,10,1,343.63,45760,1,45416.37,44835
6,3,7,91.25,45559.224,1.5,45467.974,44621
10,1,17,520.74,45457.704,2.25,44936.964,44562
14,10,39,1919.52,45262.503,2.75,43342.983,44835
17,3,19,791.62,45221.74827,4.466666667,44430.12827,44621
17,3,23,487.34,44715.53467,4.416666667,44228.19467,44621
8,11,5,231.41,44568.33333,1.833333333,44336.92333,44866
8,11,12,172.13,44568.33333,1.833333333,44396.20333,44866
22,11,26,139.2,43292.2512,1.833333333,43153.0512,44866
14,8,39,1065.92,42628.872,2.75,41562.952,44774
15,2,25,610.79,42431.8,2.083333333,41821.01,44593
25,9,41,23148.01,42138.34086,151,18990.33086,44805
17,2,19,1192.82,42092.3456,4.133333333,40899.5256,44593
16,3,3,523.77,42079.0055,2.916666667,41555.2355,44621
21,11,43,1453.95,41324.4216,3.5,39870.4716,44866
17,7,19,910.37,41035.3888,3.966666667,40125.0188,44743
11,9,18,481.29,40929.0728,1.75,40447.7828,44805
7,1,17,1100.52,40500,2.25,39399.48,44562
16,1,3,932.19,39586.0839,2.75,38653.8939,44562
26,8,6,5890.58,38968.81733,150.8333333,33078.23733,44774
27,8,26,7527.07,38834.90239,136.65,31307.83239,44774
15,1,25,618.88,38723.22933,1.916666667,38104.34933,44562
8,9,42,0,38490.83333,1.583333333,38490.83333,44805
6,4,30,198.58,37868.82,1.25,37670.24,44652
18,5,26,261.66,37699.112,3.666666667,37437.452,44682
27,11,13,12680.21,37560.94749,127.25,24880.73749,44866
28,8,14,366.96,37500,3.75,37133.04,44774
13,3,10,347.84,37122.33067,3.666666667,36774.49067,44621
23,12,8,0,37000,3.083333333,37000,44896
25,11,41,22332.5,36769.34331,130.5,14436.84331,44866
16,5,43,515.45,36628.1145,2.5,36112.6645,44682
27,8,30,6757.55,36518.73368,128.5,29761.18368,44774
8,12,4,0,36465,1.5,36465,44896
17,3,12,462.21,36278.64133,3.583333333,35816.43133,44621
27,10,13,11931.35,36260.29407,120.1666667,24328.94407,44835
12,1,38,214.64,36000,2.25,35785.36,44562
29,7,33,5481.59,35913.50847,132.25,30431.91847,44743
5,6,17,193.07,35870.632,0.833333333,35677.562,44713
16,6,39,1125.79,35294.1397,2.416666667,34168.3497,44713
30,9,44,16747.27,35130.78749,120.1666667,18383.51749,44805
27,8,24,7705.68,34671.48256,122,26965.80256,44774
20,12,5,0,34000,1.416666667,34000,44896
11,12,2,0,33891.68053,1.416666667,33891.68053,44896
4,6,4,777.29,33820.8816,1,33043.5916,44713
27,7,13,10477.76,33522.29188,117.8333333,23044.53188,44743
29,8,43,19687.39,33434.59938,123.25,13747.20938,44774
16,7,39,675.3,33168.8358,2.25,32493.5358,44743
17,4,18,826.44,32819.644,3.25,31993.204,44652
16,8,33,99.88,32643.38168,2.216666667,32543.50168,44774
17,8,19,964.64,32552.9568,3.15,31588.3168,44774
27,8,33,5261.59,32492.67355,114.3333333,27231.08355,44774
12,2,8,354.2,32000,2,31645.8,44593
5,3,42,0,31891.4568,0.75,31891.4568,44621
5,4,17,195.46,31809.8088,0.75,31614.3488,44652
17,6,19,1041.36,31771.1312,3.1,30729.7712,44713
29,7,43,18041.03,31704.36381,116.75,13663.33381,44743
7,3,28,383.09,31500,1.75,31116.91,44621
7,4,3,403.36,31500,1.75,31096.64,44652
27,8,13,11457.72,31497.99987,110.8333333,20040.27987,44774
18,5,29,262.36,30844.728,3,30582.368,44682
27,9,13,11480.92,30672.44206,104.9166667,19191.52206,44805
8,11,4,138.72,30387.5,1.25,30248.78,44866
6,3,34,241.11,30372.816,1,30131.706,44621
11,8,19,200.97,30313.86453,1.333333333,30112.89453,44774
29,6,43,18254.32,30108.91173,111.9166667,11854.59173,44713
21,11,45,1874.8,29517.444,2.5,27642.644,44866
27,8,6,4259.78,29366.55627,103.3333333,25106.77627,44774
31,11,31,8578.97,29345.25891,99.41666667,20766.28891,44866
16,5,28,365.52,29302.4916,2,28936.9716,44682
11,9,21,325.51,29235.052,1.25,28909.542,44805
32,5,22,8062.21,28850.16667,113.5833333,20787.95667,44682
14,10,21,776.12,28803.411,1.75,28027.291,44835
16,4,22,139.43,28780.3032,2,28640.8732,44652
33,11,43,15212.92,28678.88025,85.5,13465.96025,44866
31,11,44,12464.76,28631.92068,97,16167.16068,44866
31,11,14,8376.67,28508.93133,96.58333333,20132.26133,44866
1,4,17,173.98,28275.3856,0.666666667,28101.4056,44652
18,6,29,252.24,28184.068,2.75,27931.828,44713
12,1,37,255.86,28000,1.75,27744.14,44562
12,2,34,903.34,28000,1.75,27096.66,44593
23,11,7,225.09,28000,2.333333333,27774.91,44866
11,12,42,0,27910.79573,1.166666667,27910.79573,44896
30,10,33,5018.97,27836.43934,92.25,22817.46934,44835
30,10,35,6954.34,27710.71017,91.83333333,20756.37017,44835
27,9,22,6839.41,27515.05644,94.11666667,20675.64644,44805
18,10,29,188.25,27431.82,2.5,27243.57,44835
7,1,10,241.39,27000,1.5,26758.61,44562
7,9,28,597.94,27000,1.5,26402.06,44805
27,8,22,6057.19,26960.39327,94.86666667,20903.20327,44774
33,11,3,13600.76,26945.8485,80.33333333,13345.0885,44866
17,7,18,1233.45,26724.728,2.583333333,25491.278,44743
3,11,5,72.98,26693.33333,0.583333333,26620.35333,44866
3,11,43,93.2,26693.33333,0.583333333,26600.13333,44866
29,9,36,0,26301.58031,94.25,26301.58031,44805
17,5,19,540.01,26046.6592,2.533333333,25506.6492,44682
18,8,25,1354.17,25835.68,2.5,24481.51,44774
27,11,34,20373.49,25753.96989,87.25,5380.47989,44866
17,4,19,420.41,25750.7976,2.55,25330.3876,44652
10,2,13,1238.5,25459.08,1.25,24220.58,44593
27,10,24,9009.38,25397.29335,84.16666667,16387.91335,44835
6,3,13,111.05,25310.68,0.833333333,25199.63,44621
30,10,18,9215.59,25170.98084,83.41666667,15955.39084,44835
5,3,2,72.17,24804.4664,0.583333333,24732.2964,44621
34,3,30,5287.22,24783.37417,97.91666667,19496.15417,44621
29,7,22,4276.42,24594.07751,90.56666667,20317.65751,44743
29,7,6,6636.65,24327.04575,89.58333333,17690.39575,44743
8,8,23,89.8,24310,1,24220.2,44774
27,6,13,10485.53,24167.83831,85.75,13682.30831,44713
20,11,4,194.49,24000,1,23805.51,44866
20,12,12,0,24000,1,24000,44896
22,12,25,0,23923.5392,1,23923.5392,44896
27,9,33,4215.84,23850.92992,81.58333333,19635.08992,44805
35,11,46,10876.96,23638.55307,80.08333333,12761.59307,44866
27,7,24,6575.58,23422.93096,82.33333333,16847.35096,44743
11,9,30,56,23388.0416,1,23332.0416,44805
27,10,30,5758.06,23285.04321,77.16666667,17526.98321,44835
17,7,17,684.83,23276.376,2.25,22591.546,44743
14,8,33,101.42,23252.112,1.5,23150.692,44774
16,2,3,342.46,22976.8197,1.583333333,22634.3597,44593
17,2,12,289.49,22913.172,2.25,22623.682,44593
3,9,1,133.71,22880,0.5,22746.29,44805
3,10,25,161.93,22880,0.5,22718.07,44835
27,8,34,15790.71,22820.65614,80.3,7029.946144,44774
4,8,12,569.56,22735.3984,0.666666667,22165.8384,44774
27,9,24,8186.55,22510.99004,77,14324.44004,44805
7,5,23,145.11,22500,1.25,22354.89,44682
36,6,41,12162.98,22265.41372,79,10102.43372,44713
27,11,38,8082.37,22162.68087,75.08333333,14080.31087,44866
30,10,44,9711.89,22002.60563,72.91666667,12290.71563,44835
21,12,21,0,21929.91093,1.833333333,21929.91093,44896
29,7,46,6749.72,21792.50703,80.25,15042.78703,44743
30,10,2,20192.1,21650.56394,71.75,1458.463935,44835
16,1,47,56.98,21592.4094,1.5,21535.4294,44562
29,10,36,7498.51,21578.55541,74.91666667,14080.04541,44835
5,6,25,163.71,21522.3792,0.5,21358.6692,44713
27,12,24,0,21481.34457,71.83333333,21481.34457,44896
5,2,8,88.55,21385.6272,0.5,21297.0772,44593
37,7,41,15064.75,21336.678,82.5,6271.928,44743
1,1,23,106.75,21213.5952,0.5,21106.8452,44562
1,1,10,48.58,21213.5952,0.5,21165.0152,44562
32,4,22,6260.03,20912.66667,82.33333333,14652.63667,44652
16,8,6,55.78,20862.3116,1.416666667,20806.5316,44774
27,12,13,0,20858.33574,69.75,20858.33574,44896
30,9,33,3510.7,20756.88692,71,17246.18692,44805
38,6,28,10089.55,20597.85636,73.08333333,10508.30636,44713
27,7,38,7745.14,20578.04056,72.33333333,12832.90056,44743
31,10,44,8407.31,20544.1472,68.08333333,12136.8372,44835
37,3,41,15403.72,20375.0974,80.5,4971.3774,44621
30,12,2,0,20185.4862,67.5,20185.4862,44896
35,10,23,5738.72,20166.95967,66.83333333,14428.23967,44835
27,6,24,6006.18,20151.60862,71.5,14145.42862,44713
32,3,22,6590.23,20104.1,79.15,13513.87,44621
27,11,24,9300.95,20047.26405,67.91666667,10746.31405,44866
12,1,8,173.45,20000,1.25,19826.55,44562
27,9,38,6103.38,19879.83536,68,13776.45536,44805
35,11,29,8556.31,19850.48109,67.25,11294.17109,44866
29,9,43,17403.2,19720.37144,70.66666667,2317.17144,44805
17,6,30,156.71,19643.44133,1.916666667,19486.73133,44713
27,6,38,8650.65,19540.95381,69.33333333,10890.30381,44713
38,7,28,15276.23,19534.91408,68.66666667,4258.68408,44743
39,5,2,20117.89,19481.01613,68.9,-636.873874,44682
31,12,48,0,19462.79595,65.08333333,19462.79595,44896
31,11,28,14673.64,19284.73008,65.33333333,4611.09008,44866
40,3,46,7602.8,19280.41049,69.25,11677.61049,44621
3,9,18,38.81,19066.66667,0.416666667,19027.85667,44805
40,5,46,7151.73,19014.48962,67.25,11862.75962,44682
30,11,35,6503.52,19014.15351,64.41666667,12510.63351,44866
41,1,12,7248.48,18974.38237,75.13333333,11725.90237,44562
37,4,41,12138.95,18871.2953,74.75,6732.3453,44652
26,7,47,5926.27,18815.0706,72.75,12888.8006,44743
27,9,26,3746.43,18759.15837,64.16666667,15012.72837,44805
31,12,31,0,18715.18535,62.58333333,18715.18535,44896
29,6,33,4842.25,18697.56693,69.5,13855.31693,44713
21,11,17,358.03,18694.3812,1.583333333,18336.3512,44866
27,10,38,7852.98,18658.20957,61.83333333,10805.22957,44835
30,11,2,18187.61,18522.19611,62.75,334.58611,44866
25,11,1,13941.96,18459.80697,65.51666667,4517.846967,44866
29,6,46,5476.72,18428.53719,68.5,12951.81719,44713
42,7,2,14459.48,18417.43251,63.3,3957.95251,44743
16,5,39,799.98,18314.05725,1.25,17514.07725,44682
29,8,36,0,18265.82576,67.33333333,18265.82576,44774
8,7,25,572.98,18232.5,0.75,17659.52,44743
31,12,14,0,18191.85793,60.83333333,18191.85793,44896
39,5,18,9709.5,18166.2596,64.25,8456.759595,44682
7,5,26,143.17,18000,1,17856.83,44682
7,6,26,105.16,18000,1,17894.84,44713
43,1,41,13344.64,17951.58403,71.08333333,4606.944033,44562
13,2,17,322.58,17821.356,1.75,17498.776,44593
43,2,41,11810.82,17783.16738,69.85,5972.34738,44593
31,11,25,10375.52,17710.4664,60,7334.9464,44866
11,11,1,140.21,17710.4664,0.75,17570.2564,44866
17,1,1,664.63,17677.996,1.75,17013.366,44562
40,2,46,8224.23,17643.14244,63,9418.91244,44593
27,8,38,5687.42,17596.25105,61.91666667,11908.83105,44774
4,9,1,133.71,17541.0312,0.5,17407.3212,44805
28,8,23,157.59,17500,1.75,17342.41,44774
44,1,43,15495.46,17442.28939,74.66666667,1946.829387,44562
31,12,30,0,17369.48627,58.08333333,17369.48627,44896
34,3,14,4512.57,17295.63133,68.33333333,12783.06133,44621
27,10,34,14313.06,16983.49696,56.28333333,2670.436959,44835
27,7,34,16288.12,16784.85336,59,496.73336,44743
30,9,18,8276.12,16688.34218,57.08333333,8412.222183,44805
30,10,49,8736.4,16676.71777,55.26666667,7940.317772,44835
30,10,15,7684.1,16621.39693,55.08333333,8937.296935,44835
6,10,17,147.67,16459.092,0.5,16311.422,44835
30,12,49,0,16422.51285,54.91666667,16422.51285,44896
31,12,28,0,16422.51285,54.91666667,16422.51285,44896
8,12,17,0,16206.66667,0.666666667,16206.66667,44896
40,4,46,7484.76,16176.29761,58.25,8691.53761,44652
30,11,33,7410.98,16160.80059,54.75,8749.82059,44866
24,2,25,464.69,16124.084,1.583333333,15659.394,44593
18,11,29,170.67,16100.424,1.5,15929.754,44866
18,3,25,495.88,16030.09733,1.583333333,15534.21733,44621
18,4,29,136.07,15989.05733,1.583333333,15852.98733,44652
45,12,50,0,15985.27392,56,15985.27392,44896
6,9,34,115.11,15946.392,0.5,15831.282,44805
29,5,43,13543.7,15946.08178,59.08333333,2402.381777,44682
30,11,23,4369.2,15693.44106,53.16666667,11324.24106,44866
41,3,18,6663.02,15650.43713,61.83333333,8987.417133,44621
44,1,46,7437.73,15592.93951,66.75,8155.209508,44562
46,11,5,8825.51,15570.45171,52.75,6744.94171,44866
34,3,28,9865.87,15544.97597,61.41666667,5679.105967,44621
27,9,6,5992,15543.30265,53.16666667,9551.302647,44805
25,9,1,18101.03,15539.09457,55.68333333,-2561.935429,44805
18,7,25,1147.99,15517.584,1.5,14369.594,44743
6,6,38,59.77,15373.128,0.5,15313.358,44713
15,2,17,139.15,15275.448,0.75,15136.298,44593
6,2,7,41.37,15275.448,0.5,15234.078,44593
